project_KEY,update__staff_KEY,project_number,description,long_description,engagement_KEY,engagement_template__engagement_template_id,engagement_template__engagement_template_id_sortable,engagement__description,engagement__client_KEY,engagement__client__client_description,engagement__client__client_id,engagement__client__client_id_sortable,engagement__engagement_template_KEY,engagement__office_KEY,priority_KEY,priority__description,priority__sort,tracking_description_KEY,tracking_description__description,responsible__staff_KEY,responsible__staff__staff_id,responsible__staff__description,assigned__staff_KEY,assigned__staff__staff_id,assigned__staff__staff_id_sortable,assigned__staff__description,department_KEY,department__department_id,target,completion_event,has_tasks,budgeted_based_on_tasks,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,tasks_budgeted_amount,stored_budgeted_amount,calculated_budgeted_amount,percent_complete,percent_complete_is_overridden,received_date,target_start_date,target_complete_date,actual_start_date,actual_complete_date,comments,project_template_KEY,project_template__project_template_id,project_template__project_template_id_sortable,original_due_date,current_due_date,extension_number,is_extended,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,has_time_without_task,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,solution_type_name,completion_event_recorded_date_utc,generate_descriptions_from_project,generate_engagement_from_project,generate_groupings_from_project,generate_assigned_from_project,generate_notes_from_project,generate_tasks_from_project,budget_generation_KEY,generate_budgeted_hours_factor,generate_budgeted_amount_factor,generate_custom_values_from_project,generate_links_from_project,recurring,schedule_item_KEY,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,staff_assignment_method_KEY,staff_qualifications__filter_KEY,is_open,extension_event,gofileroom_workflow_KEY,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
182,61,10182,Accounting,,65,ACCOUNTING,ACCOUNTING,Accounting,11,Plymouth LLC,24744118500,24744118500                              `,2,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,6,5.5,FALSE,700,700,0,0.08,FALSE,,12/31/2019,12/31/2019,12/17/2019,06/30/2020,,81,ACCOUNTING,ACCOUNTING,12/31/2019,12/31/2019,0,FALSE,0.5,70,0.5,70,FALSE,0,0,5.5,FALSE,Other,01/11/2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,446710,,,TRUE,1,,FALSE,,,700,630,FALSE
183,61,10183,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,-11.9,TRUE,990,990,0,1,FALSE,,12/31/2019,12/31/2019,11/25/2019,06/30/2020,,81,ACCOUNTING,ACCOUNTING,12/31/2019,12/31/2019,0,FALSE,17.9,2681.75,17.9,2681.75,TRUE,0,0,-11.9,FALSE,Other,01/11/2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,450042,,,TRUE,1,,FALSE,,,990,-1691.75,TRUE
184,61,10184,Accounting,,70,ACCOUNTING,ACCOUNTING,Accounting,13,WhiteRock Holdings,35062011000,35062011000                              `,2,1,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,4,Forensic Accounting,,,TRUE,TRUE,6,-12.09,TRUE,700,700,0,1,FALSE,,12/31/2019,12/31/2019,07/08/2019,06/30/2020,,81,ACCOUNTING,ACCOUNTING,12/31/2019,12/31/2019,0,FALSE,18.09,1990.75,18.09,1990.75,TRUE,0,0,-12.09,FALSE,Other,07/09/2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,476401,,,TRUE,1,,FALSE,,,700,-1290.75,TRUE
185,61,10185,Accounting,,101,ACCOUNTING,ACCOUNTING,Accounting,26,Treehouse Ventures,24744118500,24744118500                              `,2,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,6,-49.25,TRUE,785,785,0,1,FALSE,,12/31/2020,12/31/2020,01/06/2020,02/09/2021,,81,ACCOUNTING,ACCOUNTING,12/31/2020,12/31/2020,0,FALSE,55.25,6529.25,55.25,6529.25,TRUE,0,0,-49.25,FALSE,Other,01/06/2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,544022,,,TRUE,1,,FALSE,,,785,-5744.25,TRUE
186,61,10186,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-1.8,TRUE,360,360,0,1,FALSE,,12/31/2013,12/31/2013,07/17/2013,04/28/2014,,81,ACCOUNTING,ACCOUNTING,12/31/2013,12/31/2013,0,FALSE,7.8,578.6,7.8,578.6,TRUE,0,0,-1.8,FALSE,Other,07/17/2013,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,29751,,,TRUE,1,,FALSE,,,360,-218.6,TRUE
187,61,10187,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,-3.59,TRUE,990,990,0,1,FALSE,,12/31/2021,12/31/2021,01/25/2021,01/25/2021,,81,ACCOUNTING,ACCOUNTING,12/31/2021,12/31/2021,0,FALSE,9.59,1486.45,9.59,1486.45,TRUE,0,0,-3.59,FALSE,Other,01/11/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,626956,,,TRUE,1,,FALSE,,,990,-496.45,TRUE
188,61,10188,Quickbooks Setup,,91,QBSETUP,QBSETUP,Quickbooks Setup,14,WhiteRock Holdings,35909826000,35909826000                              `,9,1,999,Normal,2000,998,Cancelled,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,0.33,FALSE,500,0,0,0.95,FALSE,,12/31/2021,12/31/2021,01/04/2021,,,1571,VPACCOUNTIN,VPACCOUNTIN,12/31/2021,12/31/2021,0,FALSE,5.67,642,5.67,642,TRUE,0,0,0.33,FALSE,Other,02/13/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,655171,,,TRUE,1,,FALSE,,,500,-142,TRUE
189,61,10189,Quickbooks Setup,,75,QBSETUP,QBSETUP,Quickbooks Setup,23,Treehouse Ventures,21747927000,21747927000                              `,9,3,999,Normal,2000,999,Completed,57,3373NR,"Rios, Nate",,,,,,,,,TRUE,TRUE,6,5.83,FALSE,0,0,0,0.03,FALSE,,12/31/2021,12/31/2021,03/01/2021,06/30/2021,,1596,ACCOUNTING,ACCOUNTING,12/31/2021,12/31/2021,0,FALSE,0.17,23.8,0.17,23.8,FALSE,0,0,5.83,FALSE,Other,02/21/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,FALSE,660346,,,TRUE,1,,FALSE,,,0,-23.8,TRUE
190,61,10190,Accounting,,85,ACCOUNTING,ACCOUNTING,Accounting,15,WhiteRock Holdings,34283535000,34283535000                              `,2,1,999,Normal,2000,999,Completed,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,-4.79,TRUE,575,575,0,1,FALSE,,12/31/2021,12/31/2021,02/25/2021,03/26/2022,,1596,ACCOUNTING,ACCOUNTING,12/31/2021,12/31/2021,0,FALSE,10.79,1280.85,10.79,1280.85,TRUE,0,0,-4.79,FALSE,Other,04/23/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,687961,,,TRUE,1,,FALSE,,,575,-705.85,TRUE
191,61,10191,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,-316.56,TRUE,500,500,0,1,FALSE,,12/31/2021,12/31/2021,02/04/2021,03/26/2022,,1571,VPACCOUNTIN,VPACCOUNTIN,12/31/2021,12/31/2021,0,FALSE,322.56,36209.68,322.56,36209.68,TRUE,0,0,-316.56,FALSE,Other,04/23/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,687981,,,TRUE,1,,FALSE,,,500,-35709.68,TRUE
192,61,10192,Accounting,,99,ACCOUNTING,ACCOUNTING,Accounting,14,Plymouth LLC,35909826000,35909826000                              `,2,1,999,Normal,2000,999,Completed,58,2994LL,"Levy, Leroy",,,,,,,,,TRUE,TRUE,6,-34.02,TRUE,0,0,0,1,FALSE,,12/31/2021,12/31/2021,05/05/2021,03/26/2022,,1596,ACCOUNTING,ACCOUNTING,12/31/2021,12/31/2021,0,FALSE,40.02,7004.25,40.02,7004.25,TRUE,0,0,-34.02,FALSE,Other,04/23/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,687992,,,TRUE,1,,FALSE,,,0,-7004.25,TRUE
193,61,10193,Accounting,,101,ACCOUNTING,ACCOUNTING,Accounting,26,Treehouse Ventures,24744118500,24744118500                              `,2,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,,,,,TRUE,TRUE,6,-49.19,TRUE,670,670,0,1,FALSE,,12/31/2021,12/31/2021,10/12/2020,03/26/2022,,1571,VPACCOUNTIN,VPACCOUNTIN,12/31/2021,12/31/2021,0,FALSE,55.19,6385.85,55.19,6385.85,TRUE,0,0,-49.19,FALSE,Other,04/27/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,688451,,,TRUE,1,,FALSE,,,670,-5715.85,TRUE
194,61,10194,Accounting,,94,ACCOUNTING,ACCOUNTING,Accounting,23,WhiteRock Holdings,21747927000,21747927000                              `,2,3,999,Normal,2000,999,Completed,57,3373NR,"Rios, Nate",,,,,,,,,TRUE,TRUE,6,3.55,FALSE,0,0,0,0.41,FALSE,,12/31/2021,12/31/2021,01/24/2022,03/26/2022,,1596,ACCOUNTING,ACCOUNTING,12/31/2021,12/31/2021,0,FALSE,2.45,346,2.45,346,FALSE,0,0,3.55,FALSE,Other,07/03/2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,697167,,,TRUE,1,,FALSE,,,0,-346,TRUE
195,61,10195,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,5.34,FALSE,1240,1240,0,0.11,FALSE,,03/15/2019,03/15/2019,02/18/2019,12/12/2019,,106,1120S,1120S,03/15/2019,03/15/2019,0,FALSE,0.66,102.5,0.66,102.5,FALSE,0,0,5.34,FALSE,Other,11/30/2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,434754,,,TRUE,1,,FALSE,,,1240,1137.5,FALSE
196,61,10196,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,5.84,FALSE,915,915,0,0.03,FALSE,,03/15/2019,03/15/2019,02/28/2019,12/12/2019,,106,1120S,1120S,03/15/2019,03/15/2019,0,FALSE,0.16,20,0.16,20,FALSE,0,0,5.84,FALSE,Other,11/30/2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,435054,,,TRUE,1,,FALSE,,,915,895,FALSE
197,61,10197,Taxation,,12,TAX,TAX,Taxation,12,WhiteRock Holdings,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,6,2.2,FALSE,187.5,187.5,0,0.63,FALSE,,03/15/2020,03/15/2020,03/05/2020,12/31/2020,,106,1120S,1120S,03/15/2020,03/15/2020,0,FALSE,3.8,950,3.8,950,FALSE,0,0,2.2,FALSE,Other,02/17/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,560858,,,TRUE,1,,FALSE,,,187.5,-762.5,TRUE
198,61,10198,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-0.64,TRUE,1300,1300,0,1,FALSE,,03/15/2021,03/15/2021,02/23/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,6.64,1063.5,6.64,1063.5,FALSE,0,0,-0.64,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,603858,,,TRUE,1,,FALSE,,,1300,236.5,FALSE
199,61,10199,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.7,TRUE,925,925,0,1,FALSE,,03/15/2021,03/15/2021,02/01/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,12.7,1995,12.7,1995,FALSE,0,0,-6.7,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,604126,,,TRUE,1,,FALSE,,,925,-1070,TRUE
200,61,10200,Taxation,,12,TAX,TAX,Taxation,12,WhiteRock Holdings,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.85,TRUE,975,975,0,1,FALSE,,03/15/2021,03/15/2021,02/01/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,12.85,2018.3,12.85,2018.3,FALSE,0,0,-6.85,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,616897,,,TRUE,1,,FALSE,,,975,-1043.3,TRUE
201,61,10201,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,1.72,FALSE,1450,1450,0,0.71,FALSE,,03/15/2022,03/15/2022,01/29/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,4.28,724.15,4.28,724.15,FALSE,0,0,1.72,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,725088,,,TRUE,1,,FALSE,,,1450,725.85,FALSE
202,61,10202,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,1.71,FALSE,975,975,0,0.72,FALSE,,03/15/2022,03/15/2022,04/08/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,4.29,676.45,4.29,676.45,FALSE,0,0,1.71,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,725336,,,TRUE,1,,FALSE,,,975,298.55,FALSE
203,61,10203,Taxation,,12,TAX,TAX,Taxation,12,WhiteRock Holdings,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-0.26,TRUE,1126.25,1126.25,0,1,FALSE,,03/15/2022,03/15/2022,02/02/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,6.26,982.8,6.26,982.8,FALSE,0,0,-0.26,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,732140,,,TRUE,1,,FALSE,,,1126.25,143.45,FALSE
204,61,10204,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,6,3.58,FALSE,937.5,937.5,0,0.4,FALSE,,03/15/2020,03/15/2020,02/20/2020,12/31/2020,,106,1120S,1120S,03/15/2020,09/15/2020,1,TRUE,2.42,560,2.42,560,FALSE,0,0,3.58,FALSE,2019 UltraTax CS,02/17/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,560823,,,TRUE,1,,FALSE,Extended,,937.5,377.5,FALSE
205,61,10205,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,6,3.8,FALSE,687.5,687.5,0,0.37,FALSE,,03/15/2020,03/15/2020,03/03/2020,12/31/2020,,106,1120S,1120S,03/15/2020,03/15/2020,0,FALSE,2.2,520,2.2,520,FALSE,0,0,3.8,FALSE,2019 UltraTax CS,02/17/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,560841,,,TRUE,1,,FALSE,Extended,,687.5,167.5,FALSE
206,61,10206,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6,-8.79,TRUE,1265,1265,0,1,FALSE,,03/15/2021,03/15/2021,02/10/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,14.79,2069,14.79,2069,TRUE,0,0,-8.79,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,606313,,,TRUE,1,,FALSE,,,1265,-804,TRUE
207,61,10207,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-10.23,TRUE,975,975,0,1,FALSE,,03/15/2021,03/15/2021,02/01/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,16.23,2525.3,16.23,2525.3,FALSE,0,0,-10.23,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,616889,,,TRUE,1,,FALSE,,,975,-1550.3,TRUE
208,61,10208,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-6.09,TRUE,725,725,0,1,FALSE,,03/15/2021,03/15/2021,02/01/2021,01/14/2022,,106,1120S,1120S,03/15/2021,03/15/2021,0,FALSE,12.09,1904.65,12.09,1904.65,FALSE,0,0,-6.09,FALSE,Other,11/30/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,616893,,,TRUE,1,,FALSE,,,725,-1179.65,TRUE
209,61,10209,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6,-4.91,TRUE,1275,1275,0,1,FALSE,,03/15/2022,03/15/2022,03/15/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,10.91,1324.75,10.91,1324.75,FALSE,0,0,-4.91,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,727152,,,TRUE,1,,FALSE,,,1275,-49.75,TRUE
210,61,10210,Taxation,,10,TAX,TAX,Taxation,19,Plymouth LLC,30923067000,30923067000                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,-7.31,TRUE,726.25,726.25,0,1,FALSE,,03/15/2022,03/15/2022,01/26/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,13.31,1624.3,13.31,1624.3,TRUE,0,0,-7.31,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,732136,,,TRUE,1,,FALSE,,,726.25,-898.05,TRUE
211,61,10211,Taxation,,9,TAX,TAX,Taxation,18,Treehouse Ventures,32626342500,32626342500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,6,0.42,FALSE,1076.25,1076.25,0,0.93,FALSE,,03/15/2022,03/15/2022,01/26/2022,02/06/2023,,106,1120S,1120S,03/15/2022,03/15/2022,0,FALSE,5.58,930.15,5.58,930.15,TRUE,0,0,0.42,FALSE,Other,11/30/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,732132,,,TRUE,1,,FALSE,,,1076.25,146.1,FALSE
212,61,10212,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,2.4,FALSE,1135,1135,0,0.6,FALSE,,09/15/2015,09/15/2015,02/26/2015,12/31/2015,,106,1120S,1120S,03/15/2015,09/15/2015,1,TRUE,3.6,504,3.6,504,FALSE,0,0,2.4,FALSE,Other,12/31/2014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,109873,,,TRUE,1,,FALSE,,,1135,631,FALSE
213,61,10213,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-2.45,TRUE,885,885,0,1,FALSE,,09/15/2015,09/15/2015,02/23/2015,12/31/2015,,106,1120S,1120S,03/15/2015,09/15/2015,1,TRUE,8.45,1158,8.45,1158,FALSE,0,0,-2.45,FALSE,Other,12/31/2014,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,110289,,,TRUE,1,,FALSE,,,885,-273,TRUE
214,61,10214,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-1.61,TRUE,885,885,0,1,FALSE,,03/15/2016,03/15/2016,02/27/2016,12/31/2016,,106,1120S,1120S,03/15/2016,03/15/2016,0,FALSE,7.61,1307,7.61,1307,FALSE,0,0,-1.61,FALSE,Other,11/30/2015,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,178751,,,TRUE,1,,FALSE,,,885,-422,TRUE
215,61,10215,Taxation,,17,TAX,TAX,Taxation,7,Treehouse Ventures,21747927000,21747927000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,1.99,FALSE,1175,1175,0,0.67,FALSE,,03/15/2017,03/15/2017,03/07/2017,12/14/2017,,106,1120S,1120S,03/15/2017,03/15/2017,0,FALSE,4.01,594.7,4.01,594.7,FALSE,0,0,1.99,FALSE,Other,11/30/2016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,269221,,,TRUE,1,,FALSE,,,1175,580.3,FALSE
216,61,10216,Taxation,,16,TAX,TAX,Taxation,6,Plymouth LLC,22422573000,22422573000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,-1.1,TRUE,900,900,0,1,FALSE,,03/15/2017,03/15/2017,12/28/2016,12/14/2017,,106,1120S,1120S,03/15/2017,03/15/2017,0,FALSE,7.1,1066,7.1,1066,TRUE,0,0,-1.1,FALSE,Other,11/30/2016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,269557,,,TRUE,1,,FALSE,,,900,-166,TRUE
217,61,10217,Taxation,,63,TAX,TAX,Taxation,11,StoryBook Ventures,24744118500,24744118500                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,6,-3.6,TRUE,1075,1075,0,1,FALSE,,03/15/2017,03/15/2017,03/09/2017,12/14/2017,,106,1120S,1120S,03/15/2017,03/15/2017,0,FALSE,9.6,1547.25,9.6,1547.25,FALSE,0,0,-3.6,FALSE,Other,11/30/2016,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,272056,,,TRUE,1,,FALSE,,,1075,-472.25,TRUE
218,61,10218,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,999,Completed,72,2284BJ,"Jacobson, Bobby",,,,,,,,,TRUE,TRUE,3.75,-40.59,TRUE,595,595,0,1,FALSE,,02/18/2019,03/01/2019,02/20/2019,12/20/2019,,237,1065F,1065F,03/01/2019,03/01/2019,0,FALSE,44.34,7926.4,44.34,7926.4,TRUE,0,0,-40.59,FALSE,Other,02/18/2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,460099,,,TRUE,1,,FALSE,,,595,-7331.4,TRUE
219,61,10219,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,999,Completed,57,3373NR,"Rios, Nate",,,,,2,Tax,,,TRUE,TRUE,3.75,-37.25,TRUE,667.5,667.5,0,1,FALSE,,03/01/2021,03/01/2021,12/30/2020,01/14/2022,,237,1065F,1065F,03/01/2021,03/01/2021,0,FALSE,41,7302.5,41,7302.5,TRUE,0,0,-37.25,FALSE,Other,11/02/2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,599019,,,TRUE,1,,FALSE,,,667.5,-6635,TRUE
220,61,10220,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,999,Completed,57,3373NR,"Rios, Nate",,,,,2,Tax,,,TRUE,TRUE,3.75,-21.88,TRUE,685,685,0,1,FALSE,,03/01/2022,03/01/2022,02/01/2022,05/19/2022,,237,1065F,1065F,03/01/2022,03/01/2022,0,FALSE,25.63,4085.75,25.63,4085.75,TRUE,0,0,-21.88,FALSE,Other,11/01/2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,715723,,,TRUE,1,,FALSE,,,685,-3400.75,TRUE
