sheet_entry_KEY,update__staff_KEY,staff_KEY,staff__staff_id,staff__staff_id_sortable,staff__description,sheet_date,approved__staff_KEY,approved__staff_id,approved__staff_id_sortable,approved__description,approved_date,posted__staff_KEY,posted__staff_id,posted__staff_id_sortable,posted__description,posted_date,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office_KEY,historical_client_partner__staff_KEY,client__manager__staff_KEY,client__associate__staff_KEY,engagement_KEY,engagement__description,engagement__client_KEY,engagement__engagement_template_KEY,engagement__engagement_template__engagement_template_id,engagement__engagement_template__engagement_template_id_sortable,engagement__engagement_type_KEY,engagement__office_KEY,engagement__biller__staff_KEY,engagement__reviewer__staff_KEY,engagement__manager__staff_KEY,activity_KEY,activity__activity_id,activity__activity_id_sortable,activity__description,activity__activity_category_KEY,activity__activity_class_KEY,activity__activity_status_KEY,activity__billing_rate_type_KEY,activity__rate_type_KEY,activity__activity_method_KEY,activity__activity_surcharge_method_KEY,entry_date,staff_billing_rate_KEY,staff_billing_rate__staff_rate_table_KEY,staff_billing_rate__billing_rate_type_KEY,units,unit_cost,unit_price,amount,comment,biller_note,complete,sheet_entry_type_KEY,sheet_entry_type__description,billed,open_date,live_open_amount,live_open_units,posted_open_amount,posted_open_units,timer_KEY,timer_start_utc,billing_rate_type__description,project__schedule_item_KEY,project_KEY,project_template__project_template_id,project_template__project_template_id_sortable,project__description,task__schedule_item_KEY,task_KEY,task__task_order_description,education_course__schedule_item_KEY,calculated_amount,amount_is_overridden,sheet_entry_has_links,sheet_entry_has_custom_values,integration_application_KEY,integration_application__description,table_information_KEY,constant_1,constant_2,constant_3,constant_4,constant_5,constant_6,constant_7,constant_8,constant_9,constant_10
3149,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/28/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/29/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/29/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/28/2020,9712,3199,6,0.33,0,85,28.05,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,28.05,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3150,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/27/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/30/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/30/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/27/2020,9910,8845,5,0.5,0,85,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3151,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/08/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/09/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",07/09/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,07/08/2020,3025,2443,6,0.25,0,85,21.25,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,21.25,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3152,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/11/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/12/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/12/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/11/2020,2283,6323,5,0.83,0,85,70.55,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,70.55,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3153,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/12/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/13/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/13/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/12/2020,8558,4488,5,0.17,0,85,14.45,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,14.45,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3154,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/17/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/18/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/18/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/17/2020,6536,6655,5,0.17,0,85,14.45,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,14.45,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3155,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/19/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/20/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/20/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/19/2020,8452,6332,5,0.17,0,85,14.45,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,14.45,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3156,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/12/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/13/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/13/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/12/2020,3612,3748,5,1,0,85,85,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,85,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3157,63,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/13/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/14/2020,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",02/14/2020,26,25984038000,25984038000                              `,FutureFocus Group,1,71,137,6,101,Accounting,26,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,1,95,95,126,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/13/2020,3810,5789,5,0.5,0,85,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,544022,185,ACCOUNTING,ACCOUNTING,Accounting,544023,240,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3158,65,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/25/2021,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/25/2021,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/25/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,97,Payroll,14,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/25/2021,6626,6403,3,0.75,40,0,0,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,620104,149,1099,1099,Payroll,620105,90,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3159,65,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/29/2021,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/29/2021,65,4601AS,Z00000004601AS                            g,"Singh, Amanda",01/29/2021,14,29405385000,29405385000                              `,VistaVogue Outlets,1,87,136,46,97,Payroll,14,PAYROLL,PAYROLL,PAYROLL,3,1,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/29/2021,3940,7924,3,0.25,40,0,0,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,620104,149,1099,1099,Payroll,620105,90,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3160,61,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/20/2021,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/20/2021,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/20/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,87,Payroll,23,PAYROLL,PAYROLL,PAYROLL,3,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/20/2021,3966,8804,3,2.09,40,0,0,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,557621,157,1099,1099,Payroll,557622,203,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3161,61,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/14/2021,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/14/2021,120,4171JD,Z00000004171JD                            g,"Duffy, Julian",01/14/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,87,Payroll,23,PAYROLL,PAYROLL,PAYROLL,3,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/14/2021,4565,2490,3,1,40,0,0,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,557621,157,1099,1099,Payroll,557622,203,,,0,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3162,61,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/01/2019,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/04/2019,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",03/04/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,94,Accounting,23,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/01/2019,4007,9710,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460103,167,ACCOUNTING,ACCOUNTING,Accounting,460104,12,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3163,61,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",04/30/2019,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",05/01/2019,63,4463AP,Z00000004463AP                            g,"Phelps, Adele",05/01/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,87,Payroll,23,PAYROLL,PAYROLL,PAYROLL,3,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,04/30/2019,3721,4335,1,0.5,54,140,70,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,473146,147,Q1PRTAX,Q1PRTAX,Payroll,473147,381,,,70,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3164,55,55,3589ID,Z00000003589ID                            g,"Daniel, Iris",02/27/2019,55,3589ID,Z00000003589ID                            g,"Daniel, Iris",02/27/2019,55,3589ID,Z00000003589ID                            g,"Daniel, Iris",02/27/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/27/2019,5368,2378,1,6.2,0,180,1116,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,1116,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3165,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/13/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/13/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/13/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/13/2019,7791,4615,1,0.25,68,170,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3166,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/17/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/17/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/17/2020,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,94,Accounting,23,ACCOUNTING,ACCOUNTING,ACCOUNTING,1,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/17/2020,7734,7118,1,2.5,180,180,450,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460103,167,ACCOUNTING,ACCOUNTING,Accounting,460104,12,,,450,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3167,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/05/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/05/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/05/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,04/05/2019,8764,2857,1,0.5,68,170,85,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,85,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3168,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/06/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/07/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/07/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,04/06/2019,5127,3962,1,1,68,170,170,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,170,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3169,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/11/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/11/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",04/11/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,04/11/2019,2155,5014,1,1,68,170,170,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,170,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3170,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/02/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/04/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/04/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/02/2019,9249,5328,1,0.25,68,170,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3171,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/04/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/04/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/04/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/04/2019,6639,8846,1,0.25,68,170,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3172,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/12/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/13/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/13/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/12/2019,2541,3003,1,10,68,170,1700,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,1700,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3173,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/21/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/22/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/22/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/21/2019,6504,8913,1,3,68,170,510,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,510,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3174,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/21/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/21/2019,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/21/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/21/2019,7009,5268,1,2,68,170,340,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,340,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3175,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/03/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/08/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/08/2020,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/03/2020,4915,3403,1,0.25,68,170,42.5,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,490339,319,1065F,1065F,Taxation,490340,590,,,42.5,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3176,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/10/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/10/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/10/2020,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/10/2020,6777,7273,1,6.5,68,170,1105,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,490339,319,1065F,1065F,Taxation,490340,590,,,1105,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3177,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/02/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/02/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",03/02/2020,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/02/2020,2132,5274,1,0.25,180,180,45,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,490339,319,1065F,1065F,Taxation,490340,590,,,45,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3178,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/25/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/26/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/26/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/25/2021,3102,8157,1,10,53,180,1800,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,599019,219,1065F,1065F,Taxation,599020,290,,,1800,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3179,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",01/13/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",01/23/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",01/23/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,01/13/2021,9241,5423,1,1,53,180,180,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,599019,219,1065F,1065F,Taxation,599020,290,,,180,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3180,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",12/30/2020,57,3373NR,Z00000003373NR                            g,"Rios, Nate",01/04/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",01/04/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/30/2020,6484,8370,1,4,53,180,720,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,599019,219,1065F,1065F,Taxation,599020,290,,,720,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3181,57,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/08/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/11/2021,57,3373NR,Z00000003373NR                            g,"Rios, Nate",02/11/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/08/2021,5225,9188,1,0.75,53,180,135,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,599019,219,1065F,1065F,Taxation,599020,290,,,135,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3182,107,107,3746HM,Z00000003746HM                            g,"Mclean, Haydn",03/14/2019,107,3746HM,Z00000003746HM                            g,"Mclean, Haydn",03/14/2019,107,3746HM,Z00000003746HM                            g,"Mclean, Haydn",03/14/2019,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,03/14/2019,6500,5537,1,0.17,48,130,22.1,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,460099,218,1065F,1065F,Taxation,460100,309,,,22.1,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3183,25,25,4618AL,Z00000004618AL                            g,"Le, Alistair",02/04/2021,25,4618AL,Z00000004618AL                            g,"Le, Alistair",02/04/2021,25,4618AL,Z00000004618AL                            g,"Le, Alistair",02/04/2021,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,84,Taxation,23,TAX,TAX,TAX,4,3,121,80,121,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,02/04/2021,7950,9844,1,0.5,40,100,50,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,599019,219,1065F,1065F,Taxation,599020,290,,,50,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
3184,123,123,3525HN,Z00000003525HN                            g,"Neal, Hamza",12/07/2022,123,3525HN,Z00000003525HN                            g,"Neal, Hamza",12/07/2022,123,3525HN,Z00000003525HN                            g,"Neal, Hamza",12/07/2022,23,25616209500,25616209500                              `,BrightFutures Finance,3,80,121,94,87,Payroll,23,PAYROLL,PAYROLL,PAYROLL,3,3,95,95,95,39,PREPARE,PREPARE,Preparation,1,1,1,1,1,1,1,12/07/2022,9620,6202,1,0.2,0,125,25,,,TRUE,1,Standard,TRUE,01/01/2079,0,0,0,0,,,Fixed Rate,701170,365,PAYROLL,PAYROLL,Payroll,701171,368,,,25,FALSE,FALSE,FALSE,1,Practice CS,120,1,2,3,4,5,6,7,8,9,10
