project_KEY,update__staff_KEY,project_number,description,long_description,engagement_KEY,engagement_template__engagement_template_id,engagement_template__engagement_template_id_sortable,engagement__description,engagement__client_KEY,engagement__client__client_description,engagement__client__client_id,engagement__client__client_id_sortable,engagement__engagement_template_KEY,engagement__office_KEY,priority_KEY,priority__description,priority__sort,tracking_description_KEY,tracking_description__description,responsible__staff_KEY,responsible__staff__staff_id,responsible__staff__description,assigned__staff_KEY,assigned__staff__staff_id,assigned__staff__staff_id_sortable,assigned__staff__description,department_KEY,department__department_id,target,completion_event,has_tasks,budgeted_based_on_tasks,budgeted_hours,budgeted_hours_variance,is_over_budgeted_hours,tasks_budgeted_amount,stored_budgeted_amount,calculated_budgeted_amount,percent_complete,percent_complete_is_overridden,received_date,target_start_date,target_complete_date,actual_start_date,actual_complete_date,comments,project_template_KEY,project_template__project_template_id,project_template__project_template_id_sortable,original_due_date,current_due_date,extension_number,is_extended,posted_actual_hours,posted_actual_amount,live_actual_hours,live_actual_amount,has_time_without_task,remaining_hours_adjustment,remaining_hours_adjustment_count,remaining_hours,has_remaining_hours_entries,solution_type_name,completion_event_recorded_date_utc,generate_descriptions_from_project,generate_engagement_from_project,generate_groupings_from_project,generate_assigned_from_project,generate_notes_from_project,generate_tasks_from_project,budget_generation_KEY,generate_budgeted_hours_factor,generate_budgeted_amount_factor,generate_custom_values_from_project,generate_links_from_project,recurring,schedule_item_KEY,assigned_staff_list,assigned_staff_id_list,budgeted_amount_is_calculated,staff_assignment_method_KEY,staff_qualifications__filter_KEY,is_open,extension_event,gofileroom_workflow_KEY,budgeted_amount,budgeted_amount_variance,is_over_budgeted_amount
81,129,10081,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,21.05,4.05,FALSE,3379,3379,0,0.81,FALSE,,45033,45033,44907,,,56,1040,1040                      g,45031,45033,0,FALSE,17,2876.75,17,2876.75,TRUE,0,0,4.05,FALSE,Other,44897.56179,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,812799,,,FALSE,1,,TRUE,,,3379,502.25,FALSE
82,87,10082,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.55,-2.03,TRUE,817.1,817.1,0,1,FALSE,,45033,45033,44991,,,56,1040,1040                      g,45031,45033,0,FALSE,7.58,1098.75,7.58,1098.75,FALSE,0,0,-2.03,FALSE,Other,44897.56587,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,813383,,,FALSE,1,,TRUE,,,817.1,-281.65,TRUE
83,87,10083,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.9,-1.15,TRUE,943.85,943.85,0,1,FALSE,,45033,45033,44964,,,56,1040,1040                      g,45031,45033,0,FALSE,7.05,732.85,7.05,732.85,FALSE,0,0,-1.15,FALSE,Other,44897.5659,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,813387,,,FALSE,1,,TRUE,,,943.85,211,FALSE
84,143,10084,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,997,Started,94,4081OL,"Lowe, Otis",,,,,3,Payroll,,,TRUE,TRUE,15.65,0.12,FALSE,2138,2138,0,0.99,FALSE,,45033,45033,45016,,,56,1040,1040                      g,45031,45033,0,FALSE,15.53,2578,15.53,2578,FALSE,0,0,0.12,FALSE,Other,44897.56919,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,813859,,,FALSE,1,,TRUE,,,2138,-440,TRUE
85,140,10085,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,997,Started,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,2.3,-11.48,TRUE,467,467,0,1,FALSE,,45033,45033,44985,,,56,1040,1040                      g,45031,45033,0,FALSE,13.78,2071,13.78,2071,TRUE,0,0,-11.48,FALSE,Other,44897.57493,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,814671,,,FALSE,1,,TRUE,,,467,-1604,TRUE
86,100,10086,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,997,Started,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,10.28,-3.8,TRUE,1619,1619,0,1,FALSE,,45033,45033,44970,,,56,1040,1040                      g,45031,45033,0,FALSE,14.08,1578.75,14.08,1578.75,FALSE,0,0,-3.8,FALSE,Other,44897.57631,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,814867,,,FALSE,1,,TRUE,,,1619,40.25,FALSE
87,71,10087,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,997,Started,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,10.85,4.23,FALSE,2155,2155,0,0.61,FALSE,,45033,45033,44965,,,56,1040,1040                      g,45031,45033,0,FALSE,6.62,1179.75,6.62,1179.75,FALSE,0,0,4.23,FALSE,Other,44897.5775,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,815035,,,FALSE,1,,TRUE,,,2155,975.25,FALSE
88,87,10088,Taxation,,96,TAX,TAX,Taxation,14,StoryBook Ventures,35909826000,35909826000                              `,5,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,1.5,-1.01,TRUE,155,0,0,1,FALSE,,44928,44928,44812,,,57,TAXAMENDTR,TAXAMENDTR,44926,44926,0,FALSE,2.51,389.05,2.51,389.05,FALSE,0,0,-1.01,FALSE,Other,44811.90973,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,771160,,,TRUE,1,,TRUE,,,155,-234.05,TRUE
89,129,10089,Taxation,,96,TAX,TAX,Taxation,14,StoryBook Ventures,35909826000,35909826000                              `,5,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,1.5,-0.33,TRUE,138.75,0,0,1,FALSE,,44928,44928,44853,,,57,TAXAMENDTR,TAXAMENDTR,44926,44926,0,FALSE,1.83,219.3,1.83,219.3,FALSE,0,0,-0.33,FALSE,Other,44851.87958,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,779575,,,TRUE,1,,TRUE,,,138.75,-80.55,TRUE
90,40,10090,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,997,Started,80,4764RC,"Cantrell, Rihanna",,,,,2,Tax,,,TRUE,TRUE,1.5,1,FALSE,150,0,0,0.33,FALSE,,44928,44928,44909,,,57,TAXAMENDTR,TAXAMENDTR,44926,44926,0,FALSE,0.5,75,0.5,75,FALSE,0,0,1,FALSE,Other,44909.77921,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,817745,,,TRUE,1,,TRUE,,,150,75,FALSE
91,40,10091,Taxation,,84,TAX,TAX,Taxation,23,Treehouse Ventures,21747927000,21747927000                              `,5,3,999,Normal,2000,997,Started,80,4764RC,"Cantrell, Rihanna",,,,,2,Tax,,,TRUE,TRUE,1.5,1,FALSE,150,0,0,0.33,FALSE,,44928,44928,44909,,,57,TAXAMENDTR,TAXAMENDTR,44926,44926,0,FALSE,0.5,75,0.5,75,FALSE,0,0,1,FALSE,Other,44909.77921,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,817749,,,TRUE,1,,TRUE,,,150,75,FALSE
92,92,10092,Taxation,,96,TAX,TAX,Taxation,14,StoryBook Ventures,35909826000,35909826000                              `,5,1,999,Normal,2000,997,Started,73,4831LC,"Clark, Lucia",,,,,2,Tax,,,TRUE,TRUE,1.5,1.35,FALSE,0,0,0,0.1,FALSE,,44928,44928,45264,,,57,TAXAMENDTR,TAXAMENDTR,44926,44926,0,FALSE,0.15,25.5,0.15,25.5,TRUE,0,0,1.35,FALSE,Other,44811.90973,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,771156,,,TRUE,1,,TRUE,,,0,-25.5,TRUE
93,61,10093,Accounting,,92,ACCOUNTING,ACCOUNTING,Accounting,4,Plymouth LLC,40922701500,40922701500                              `,2,1,999,Normal,2000,997,Started,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,6,2.05,FALSE,0,0,0,0.66,FALSE,,44563,44928,44573,,,1596,ACCOUNTING,ACCOUNTING,44926,44928,0,FALSE,3.95,597.05,3.95,597.05,FALSE,0,0,2.05,FALSE,Other,44609.73388,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,747111,,,TRUE,1,,TRUE,,,0,-597.05,TRUE
94,134,10094,Accounting,,98,ACCOUNTING,ACCOUNTING,Accounting,25,StoryBook Ventures,35062011000,35062011000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,6,-1.55,TRUE,0,0,0,1,FALSE,,45292,45292,45108,,,1571,VPACCOUNTIN,VPACCOUNTIN,45291,45292,0,FALSE,7.55,1160.55,7.55,1160.55,TRUE,0,0,-1.55,FALSE,Other,45085.66392,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,854606,,,TRUE,1,,TRUE,,,0,-1160.55,TRUE
95,92,10095,Accounting,,98,ACCOUNTING,ACCOUNTING,Accounting,25,StoryBook Ventures,35062011000,35062011000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,6,4.78,FALSE,0,0,0,0.2,FALSE,,45292,45292,45133,,,1596,ACCOUNTING,ACCOUNTING,45291,45292,0,FALSE,1.22,59.5,1.22,59.5,TRUE,0,0,4.78,FALSE,Other,45085.66392,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,854617,,,TRUE,1,,TRUE,,,0,-59.5,TRUE
96,124,10096,Accounts Receivable Management,,100,ARMANAGE,ARMANAGE,Accounts Receivable Management,26,WhiteRock Holdings,24744118500,24744118500                              `,11,1,999,Normal,2000,997,Started,,,,,,,,,,,,FALSE,TRUE,0,-2.09,TRUE,0,0,0,1,FALSE,,45292,45321,45267,,,1846,CAASAI,CAASAI,45322,45322,0,FALSE,2.09,314.05,2.09,314.05,FALSE,0,0,-2.09,FALSE,Other,45259.83801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,TRUE,918494,,,TRUE,1,,TRUE,,,0,-314.05,TRUE
97,92,10097,Payroll,,97,PAYROLL,PAYROLL,Payroll,14,Plymouth LLC,35909826000,35909826000                              `,1,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,2,Tax,,,TRUE,TRUE,0,-0.35,TRUE,0,0,0,1,FALSE,,45261,45292,45331,,,1597,PAYROLL,PAYROLL,45291,45292,0,FALSE,0.35,59.5,0.35,59.5,TRUE,0,0,-0.35,FALSE,Other,45247.141,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1000,1,1,FALSE,FALSE,TRUE,917481,,,TRUE,1,,TRUE,,,0,-59.5,TRUE
98,92,10098,Accounting,,85,ACCOUNTING,ACCOUNTING,Accounting,15,WhiteRock Holdings,34283535000,34283535000                              `,2,1,999,Normal,2000,997,Started,87,2505CC,"Campos, Ciara",,,,,,,,,TRUE,TRUE,0,-0.5,TRUE,0,0,0,1,FALSE,,45657,45657,45330,,,1596,ACCOUNTING,ACCOUNTING,45657,45657,0,FALSE,0.5,85,0.5,85,TRUE,0,0,-0.5,FALSE,Other,45324.00215,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,986375,,,FALSE,1,,TRUE,,,0,-85,TRUE
99,61,10099,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,15,12.6,FALSE,3000,3000,0,0.16,FALSE,,43921,43921,43892,44196,,99,COMPNODISC,COMPNODISC,43921,43921,0,FALSE,2.4,524,2.4,524,FALSE,0,0,12.6,FALSE,Other,43738.33456,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,480876,,,TRUE,1,,FALSE,,,3000,2476,FALSE
100,61,10100,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,15,5.05,FALSE,3320,3320,0,0.66,FALSE,,44651,44651,44788,44963,,99,COMPNODISC,COMPNODISC,44651,44651,0,FALSE,9.95,2282.75,9.95,2282.75,TRUE,0,0,5.05,FALSE,Other,44469.33399,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,705239,,,TRUE,1,,FALSE,,,3320,1037.25,FALSE
101,61,10101,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,0.25,FALSE,226.25,226.25,0,0.83,FALSE,,44651,44651,44643,44963,,57,TAXAMENDTR,TAXAMENDTR,44651,44651,0,FALSE,1.25,330,1.25,330,TRUE,0,0,0.25,FALSE,Other,44627.93666,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748334,,,TRUE,1,,FALSE,,,226.25,-103.75,TRUE
102,61,10102,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,,,,,TRUE,TRUE,1.5,1,FALSE,180,180,0,0.33,FALSE,,42233,42233,42217,42409,,57,TAXAMENDTR,TAXAMENDTR,42231,42231,0,FALSE,0.5,87.5,0.5,87.5,FALSE,0,0,1,FALSE,Other,42214.60269,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,158266,,,TRUE,1,,FALSE,,,180,92.5,FALSE
103,61,10103,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,9,FALSE,2900,2900,0,0.4,FALSE,,43555,43555,43514,43811,,99,COMPNODISC,COMPNODISC,43555,43555,0,FALSE,6,1127.25,6,1127.25,TRUE,0,0,9,FALSE,Other,43373.25913,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,403453,,,TRUE,1,,FALSE,,,2900,1772.75,FALSE
104,61,10104,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,9.15,2.47,FALSE,1110,1110,0,0.73,FALSE,,44301,44301,44256,44574,,56,1040,1040                      g,44301,44301,0,FALSE,6.68,1159.5,6.68,1159.5,FALSE,0,0,2.47,FALSE,Other,44165.41655,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,606417,,,FALSE,1,,FALSE,,,1110,-49.5,TRUE
105,61,10105,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,8.75,3.8,FALSE,1637.75,1637.75,0,0.57,FALSE,,44301,44301,44243,44574,,56,1040,1040                      g,44301,44301,0,FALSE,4.95,1075,4.95,1075,FALSE,0,0,3.8,FALSE,Other,44165.38634,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,601882,,,FALSE,1,,FALSE,,,1637.75,562.75,FALSE
106,61,10106,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,7.78,1.88,FALSE,1168.65,1168.65,0,0.76,FALSE,,44666,44666,44594,44963,,56,1040,1040                      g,44666,44666,0,FALSE,5.9,943.85,5.9,943.85,FALSE,0,0,1.88,FALSE,Other,44530.46084,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724084,,,FALSE,1,,FALSE,,,1168.65,224.8,FALSE
107,61,10107,Taxation,,64,TAX,TAX,Taxation,8,Plymouth LLC,22422573000,22422573000                              `,5,2,999,Normal,2000,999,Completed,70,3321MC,"Cook, Milo",,,,,5,Admin,,,TRUE,TRUE,6.68,4.38,FALSE,1159.5,1159.5,0,0.34,FALSE,,44666,44666,44636,44963,,56,1040,1040                      g,44666,44666,0,FALSE,2.3,467,2.3,467,FALSE,0,0,4.38,FALSE,Other,44530.48172,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,727248,,,FALSE,1,,FALSE,,,1159.5,692.5,FALSE
108,61,10108,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,12.08,1.8,FALSE,1812,1812,0,0.85,FALSE,,44666,44666,44573,44963,,56,1040,1040                      g,44666,44666,0,FALSE,10.28,1619,10.28,1619,FALSE,0,0,1.8,FALSE,Other,44530.48448,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,727668,,,FALSE,1,,FALSE,,,1812,193,FALSE
109,61,10109,Taxation,,34,TAX,TAX,Taxation,21,WhiteRock Holdings,38684554500,38684554500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,-0.8,TRUE,300,300,0,1,FALSE,,44651,44651,44642,44963,,57,TAXAMENDTR,TAXAMENDTR,44651,44651,0,FALSE,2.3,522.25,2.3,522.25,FALSE,0,0,-0.8,FALSE,Other,44627.93593,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748310,,,TRUE,1,,FALSE,,,300,-222.25,TRUE
110,61,10110,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,1.5,-0.75,TRUE,257.5,257.5,0,1,FALSE,,44651,44651,44638,44963,,57,TAXAMENDTR,TAXAMENDTR,44651,44651,0,FALSE,2.25,505,2.25,505,FALSE,0,0,-0.75,FALSE,Other,44627.94177,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,FALSE,748338,,,TRUE,1,,FALSE,,,257.5,-247.5,TRUE
111,61,10111,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,76,4337JW,"Ward, Jaime",,,,,2,Tax,,,TRUE,TRUE,15,-11.25,TRUE,3020,3020,0,1,FALSE,,44286,44286,44253,44575,,99,COMPNODISC,COMPNODISC,44286,44286,0,FALSE,26.25,3521,26.25,3521,TRUE,0,0,-11.25,FALSE,Other,44104.33453,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,589697,,,TRUE,1,,FALSE,,,3020,-501,TRUE
112,61,10112,Data Analysis,,79,DATA,DATA,Data Analysis,14,Treehouse Ventures,35909826000,35909826000                              `,3,1,999,Normal,2000,999,Completed,73,4831LC,"Clark, Lucia",,,,,,,,,TRUE,TRUE,12,-15.75,TRUE,2050.5,2050.5,0,1,FALSE,,42999,42999,42999,43139,,246,BV,BV,42999,42999,0,FALSE,27.75,5256.25,27.75,5256.25,FALSE,0,0,-15.75,FALSE,Other,42999.69892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000,1,1,FALSE,FALSE,FALSE,323291,,,TRUE,1,,FALSE,,,2050.5,-3205.75,TRUE
113,61,10113,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,-5.25,TRUE,2515,2515,0,1,FALSE,,42094,42094,42051,42157,,99,COMPNODISC,COMPNODISC,42094,42094,0,FALSE,20.25,2681.25,20.25,2681.25,TRUE,0,0,-5.25,FALSE,Other,41973.37647,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,97888,,,TRUE,1,,FALSE,,,2515,-166.25,TRUE
114,61,10114,Outsourced CFO,,19,OCFO,OCFO,Outsourced CFO,6,StoryBook Ventures,22422573000,22422573000                              `,6,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,,,,,TRUE,TRUE,15,-4.25,TRUE,2680,2680,0,1,FALSE,,42460,42460,42398,42747,,99,COMPNODISC,COMPNODISC,42460,42460,0,FALSE,19.25,3073.35,19.25,3073.35,TRUE,0,0,-4.25,FALSE,Other,42338.46047,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,998,1,1,FALSE,FALSE,TRUE,179312,,,TRUE,1,,FALSE,,,2680,-393.35,TRUE
115,61,10115,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.05,-0.19,TRUE,1105,1105,0,1,FALSE,,44301,44301,44251,44574,,56,1040,1040                      g,44301,44301,0,FALSE,5.24,786,5.24,786,FALSE,0,0,-0.19,FALSE,Other,44165.39094,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,602562,,,FALSE,1,,FALSE,,,1105,319,FALSE
116,61,10116,Taxation,,13,TAX,TAX,Taxation,2,StoryBook Ventures,25103704500,25103704500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.1,-2.68,TRUE,1275,1275,0,1,FALSE,,44301,44301,44264,44574,,56,1040,1040                      g,44301,44301,0,FALSE,7.78,1168.65,7.78,1168.65,FALSE,0,0,-2.68,FALSE,Other,44165.39096,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,602566,,,FALSE,1,,FALSE,,,1275,106.35,FALSE
117,61,10117,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,5,Admin,,,TRUE,TRUE,7.25,-0.11,TRUE,1157.5,1157.5,0,1,FALSE,,44301,44301,44250,44574,,56,1040,1040                      g,44301,44301,0,FALSE,7.36,921,7.36,921,FALSE,0,0,-0.11,FALSE,Other,44165.3948,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,603138,,,FALSE,1,,FALSE,,,1157.5,236.5,FALSE
118,61,10118,Taxation,,36,TAX,TAX,Taxation,13,WhiteRock Holdings,35062011000,35062011000                              `,5,1,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,4.95,-16.5,TRUE,1075,1075,0,1,FALSE,,44666,44666,44637,44963,,56,1040,1040                      g,44666,44666,0,FALSE,21.45,3519,21.45,3519,FALSE,0,0,-16.5,FALSE,Other,44530.45662,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,723452,,,FALSE,1,,FALSE,,,1075,-2444,TRUE
119,61,10119,Taxation,,14,TAX,TAX,Taxation,3,Plymouth LLC,25616209500,25616209500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,5.24,-0.31,TRUE,786,786,0,1,FALSE,,44666,44666,44656,44963,,56,1040,1040                      g,44666,44666,0,FALSE,5.55,817.1,5.55,817.1,FALSE,0,0,-0.31,FALSE,Other,44530.46081,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724080,,,FALSE,1,,FALSE,,,786,-31.1,TRUE
120,61,10120,Taxation,,76,TAX,TAX,Taxation,1,WhiteRock Holdings,25984038000,25984038000                              `,5,1,999,Normal,2000,999,Completed,68,2967MN,"Nicholson, Maximilian",,,,,5,Admin,,,TRUE,TRUE,7.36,-8.29,TRUE,921,921,0,1,FALSE,,44666,44666,44649,44963,,56,1040,1040                      g,44666,44666,0,FALSE,15.65,2138,15.65,2138,FALSE,0,0,-8.29,FALSE,Other,44530.46421,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,724592,,,FALSE,1,,FALSE,,,921,-1217,TRUE
121,61,10121,Taxation,,18,TAX,TAX,Taxation,10,Treehouse Ventures,26265427500,26265427500                              `,5,1,999,Normal,2000,999,Completed,84,4380LH,"Heath, Luis",,,,,2,Tax,,,TRUE,TRUE,4,-8.08,TRUE,1000,1000,0,1,FALSE,,44301,44301,44251,44574,,56,1040,1040                      g,44301,44301,0,FALSE,12.08,1812,12.08,1812,FALSE,0,0,-8.08,FALSE,Other,44165.41976,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,606897,,,FALSE,1,,FALSE,,,1000,-812,TRUE
122,61,10122,Taxation,,35,TAX,TAX,Taxation,9,WhiteRock Holdings,23344078500,23344078500                              `,5,3,999,Normal,2000,999,Completed,71,4193AB,"Beasley, Anya",,,,,1,Client Accounting,,,TRUE,TRUE,2.8,-0.55,TRUE,460,460,0,1,FALSE,,44301,44301,44223,44574,,56,1040,1040                      g,44301,44301,0,FALSE,3.35,567.5,3.35,567.5,TRUE,0,0,-0.55,FALSE,Other,44165.4223,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,999,1,1,FALSE,FALSE,TRUE,607281,,,FALSE,1,,FALSE,,,460,-107.5,TRUE
